hello world!
I am running on Raspberry Pi !!!!


 idxCount = 315 
 charge/discharge patten does not change 

 idx, Predict, Observed, AE, SE, APE(%), PredictNorm, ObservedNorm 
    4, [673.0793, 312], [0.000000, 0.000000, 0.000000], 0.574427, 0.265810 
    4, [611.5162, 312], [0.000000, 0.000000, 0.000000], 0.521809, 0.265810 
    4, [583.6179, 312], [0.000000, 0.000000, 0.000000], 0.497964, 0.265810 
    4, [560.0751, 312], [0.000000, 0.000000, 0.000000], 0.477842, 0.265810 
    4, [532.0382, 312], [220.038242, 48416.828057, 70.525078], 0.453879, 0.265810 
    9, [507.5383, 307], [0.000000, 0.000000, 0.000000], 0.432939, 0.261540 
    9, [452.4671, 307], [0.000000, 0.000000, 0.000000], 0.385869, 0.261540 
    9, [431.2329, 307], [0.000000, 0.000000, 0.000000], 0.367720, 0.261540 
    9, [410.7233, 307], [0.000000, 0.000000, 0.000000], 0.350191, 0.261540 
    9, [386.9325, 307], [79.932471, 6389.199931, 26.036636], 0.329857, 0.261540 
   14, [428.3839, 302], [0.000000, 0.000000, 0.000000], 0.365285, 0.257260 
   14, [373.1776, 302], [0.000000, 0.000000, 0.000000], 0.318100, 0.257260 
   14, [361.3338, 302], [0.000000, 0.000000, 0.000000], 0.307978, 0.257260 
   14, [342.0720, 302], [0.000000, 0.000000, 0.000000], 0.291515, 0.257260 
   14, [319.8216, 302], [17.821596, 317.609279, 5.901191], 0.272497, 0.257260 
   19, [393.9207, 297], [0.000000, 0.000000, 0.000000], 0.335830, 0.252990 
   19, [345.8226, 297], [0.000000, 0.000000, 0.000000], 0.294720, 0.252990 
   19, [326.9239, 297], [0.000000, 0.000000, 0.000000], 0.278567, 0.252990 
   19, [308.4429, 297], [0.000000, 0.000000, 0.000000], 0.262772, 0.252990 
   19, [287.6417, 297], [9.358339, 87.578500, 3.150956], 0.244993, 0.252990 
   24, [369.1693, 292], [0.000000, 0.000000, 0.000000], 0.314675, 0.248720 
   24, [312.5968, 292], [0.000000, 0.000000, 0.000000], 0.266322, 0.248720 
   24, [313.3256, 292], [0.000000, 0.000000, 0.000000], 0.266945, 0.248720 
   24, [294.8280, 292], [0.000000, 0.000000, 0.000000], 0.251135, 0.248720 
   24, [273.8889, 292], [18.111128, 328.012956, 6.202441], 0.233238, 0.248720 
   29, [375.2211, 287], [0.000000, 0.000000, 0.000000], 0.319847, 0.244440 
   29, [338.6206, 287], [0.000000, 0.000000, 0.000000], 0.288565, 0.244440 
   29, [303.8547, 287], [0.000000, 0.000000, 0.000000], 0.258850, 0.244440 
   29, [286.9885, 287], [0.000000, 0.000000, 0.000000], 0.244435, 0.244440 
   29, [268.9938, 287], [18.006229, 324.224300, 6.273948], 0.229055, 0.244440 
   34, [343.6681, 282], [0.000000, 0.000000, 0.000000], 0.292879, 0.240170 
   34, [298.6755, 282], [0.000000, 0.000000, 0.000000], 0.254424, 0.240170 
   34, [281.2369, 282], [0.000000, 0.000000, 0.000000], 0.239519, 0.240170 
   34, [263.5272, 282], [0.000000, 0.000000, 0.000000], 0.224382, 0.240170 
   34, [243.8489, 282], [38.151124, 1455.508250, 13.528767], 0.207563, 0.240170 
   39, [340.9276, 277], [0.000000, 0.000000, 0.000000], 0.290536, 0.235900 
   39, [295.6931, 277], [0.000000, 0.000000, 0.000000], 0.251874, 0.235900 
   39, [278.6554, 277], [0.000000, 0.000000, 0.000000], 0.237312, 0.235900 
   39, [260.9829, 277], [0.000000, 0.000000, 0.000000], 0.222208, 0.235900 
   39, [241.3792, 277], [35.620758, 1268.838414, 12.859479], 0.205452, 0.235900 
   44, [336.6985, 272], [0.000000, 0.000000, 0.000000], 0.286922, 0.231620 
   44, [290.9808, 272], [0.000000, 0.000000, 0.000000], 0.247847, 0.231620 
   44, [276.0048, 272], [0.000000, 0.000000, 0.000000], 0.235047, 0.231620 
   44, [258.1947, 272], [0.000000, 0.000000, 0.000000], 0.219825, 0.231620 
   44, [238.3543, 272], [33.645736, 1132.035581, 12.369756], 0.202867, 0.231620 
   49, [330.8537, 267], [0.000000, 0.000000, 0.000000], 0.281926, 0.227350 
   49, [285.0139, 267], [0.000000, 0.000000, 0.000000], 0.242747, 0.227350 
   49, [272.6391, 267], [0.000000, 0.000000, 0.000000], 0.232170, 0.227350 
   49, [254.7261, 267], [0.000000, 0.000000, 0.000000], 0.216860, 0.227350 
   49, [234.5091, 267], [32.490899, 1055.658516, 12.168876], 0.199580, 0.227350 
   54, [330.1323, 262], [0.000000, 0.000000, 0.000000], 0.281310, 0.223080 
   54, [285.3370, 262], [0.000000, 0.000000, 0.000000], 0.243023, 0.223080 
   54, [272.8397, 262], [0.000000, 0.000000, 0.000000], 0.232342, 0.223080 
   54, [255.1810, 262], [0.000000, 0.000000, 0.000000], 0.217249, 0.223080 
   54, [235.7981, 262], [26.201927, 686.540982, 10.000736], 0.200682, 0.223080 
   59, [330.8606, 257], [0.000000, 0.000000, 0.000000], 0.281932, 0.218800 
   59, [291.5414, 257], [0.000000, 0.000000, 0.000000], 0.248326, 0.218800 
   59, [261.9401, 257], [0.000000, 0.000000, 0.000000], 0.223026, 0.218800 
   59, [244.6961, 257], [0.000000, 0.000000, 0.000000], 0.208287, 0.218800 
   59, [226.4744, 257], [30.525624, 931.813727, 11.877675], 0.192713, 0.218800 
   64, [310.2192, 252], [0.000000, 0.000000, 0.000000], 0.264290, 0.214530 
   64, [268.3772, 252], [0.000000, 0.000000, 0.000000], 0.228528, 0.214530 
   64, [252.1190, 252], [0.000000, 0.000000, 0.000000], 0.214632, 0.214530 
   64, [234.5830, 252], [0.000000, 0.000000, 0.000000], 0.199644, 0.214530 
   64, [215.1384, 252], [36.861600, 1358.777535, 14.627619], 0.183024, 0.214530 
   69, [309.9449, 247], [0.000000, 0.000000, 0.000000], 0.264055, 0.210260 
   69, [268.0987, 247], [0.000000, 0.000000, 0.000000], 0.228289, 0.210260 
   69, [250.1347, 247], [0.000000, 0.000000, 0.000000], 0.212936, 0.210260 
   69, [232.6768, 247], [0.000000, 0.000000, 0.000000], 0.198014, 0.210260 
   69, [213.4259, 247], [33.574081, 1127.218932, 13.592745], 0.181561, 0.210260 
   74, [302.5745, 242], [0.000000, 0.000000, 0.000000], 0.257756, 0.205980 
   74, [262.1812, 242], [0.000000, 0.000000, 0.000000], 0.223232, 0.205980 
   74, [246.0451, 242], [0.000000, 0.000000, 0.000000], 0.209440, 0.205980 
   74, [228.3152, 242], [0.000000, 0.000000, 0.000000], 0.194287, 0.205980 
   74, [208.6652, 242], [33.334794, 1111.208467, 13.774708], 0.177492, 0.205980 
   79, [301.3158, 237], [0.000000, 0.000000, 0.000000], 0.256680, 0.201710 
